,PID,isMemberOfCollection,isPageOf,cmodel,datastream,OBJ_Exists,obj_checksum,Premis_Check,Last_Modified_By,obj_format,title,fgs_lastModifiedDate_dt,namespace,checksum,mimetype,size
117,islandora:sp_pdf_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel, COLLECTION_POLICY,NO,not_set,Not Validated,,,PDF Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, application/xml, 642
118,islandora:sp_pdf_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel, TN,NO,not_set,Not Validated,,,PDF Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, image/png, 5137
119,islandora:sp_pdf_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel, DC,NO,not_set,Not Validated,,,PDF Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, text/xml, 393
120,islandora:newspaper_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel,RELS-EXT,NO,not_set,Not Validated,,,Newspaper Collection,"Thursday, March 21, 2019 - 16:22",islandora,not_set,application/rdf+xml,579
121,islandora:newspaper_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel, COLLECTION_POLICY,NO,not_set,Not Validated,,,Newspaper Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, application/xml, 690
122,islandora:newspaper_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel, TN,NO,not_set,Not Validated,,,Newspaper Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, image/png, 5137
123,islandora:newspaper_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel, DC,NO,not_set,Not Validated,,,Newspaper Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, text/xml, 402
124,islandora:sp_large_image_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel,RELS-EXT,NO,not_set,Not Validated,,,Large Image Collection,"Thursday, March 21, 2019 - 16:22",islandora,not_set,application/rdf+xml,584
125,islandora:sp_large_image_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel, COLLECTION_POLICY,NO,not_set,Not Validated,,,Large Image Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, application/xml, 535
126,islandora:sp_large_image_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel, TN,NO,not_set,Not Validated,,,Large Image Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, image/png, 5137
127,islandora:sp_large_image_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel, DC,NO,not_set,Not Validated,,,Large Image Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, text/xml, 409
128,islandora:entity_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel,RELS-EXT,NO,not_set,Not Validated,,,Entity Collection,"Thursday, March 21, 2019 - 16:22",islandora,not_set,application/rdf+xml,576
129,islandora:entity_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel, TN,NO,not_set,Not Validated,,,Entity Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, image/png, 5137
130,islandora:entity_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel, COLLECTION_POLICY,NO,not_set,Not Validated,,,Entity Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, text/xml, 936
131,islandora:entity_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel, DC,NO,not_set,Not Validated,,,Entity Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, text/xml, 396
132,islandora:sp_disk_image_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel,RELS-EXT,NO,not_set,Not Validated,,,Disk Image Collection,"Thursday, March 21, 2019 - 16:22",islandora,not_set,application/rdf+xml,583
133,islandora:sp_disk_image_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel, COLLECTION_POLICY,NO,not_set,Not Validated,,,Disk Image Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, application/xml, 528
134,islandora:sp_disk_image_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel, TN,NO,not_set,Not Validated,,,Disk Image Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, image/png, 5137
135,islandora:sp_disk_image_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel, DC,NO,not_set,Not Validated,,,Disk Image Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, text/xml, 407
136,islandora:compound_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel,RELS-EXT,NO,not_set,Not Validated,,,Compound Collection,"Thursday, March 21, 2019 - 16:22",islandora,not_set,application/rdf+xml,578
137,islandora:compound_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel, COLLECTION_POLICY,NO,not_set,Not Validated,,,Compound Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, application/xml, 726
138,islandora:compound_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel, TN,NO,not_set,Not Validated,,,Compound Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, image/png, 5137
139,islandora:compound_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel, DC,NO,not_set,Not Validated,,,Compound Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, text/xml, 400
140,islandora:bookCollection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel,RELS-EXT,NO,not_set,Not Validated,,,Book Collection,"Thursday, March 21, 2019 - 16:22",islandora,not_set,application/rdf+xml,573
141,islandora:bookCollection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel, COLLECTION_POLICY,NO,not_set,Not Validated,,,Book Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, application/xml, 1165
142,islandora:bookCollection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel, TN,NO,not_set,Not Validated,,,Book Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, image/png, 5137
143,islandora:bookCollection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel, DC,NO,not_set,Not Validated,,,Book Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, text/xml, 391
144,islandora:audio_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel,RELS-EXT,NO,not_set,Not Validated,,,Audio Collection,"Thursday, March 21, 2019 - 16:22",islandora,not_set,application/rdf+xml,575
145,islandora:audio_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel, COLLECTION_POLICY,NO,not_set,Not Validated,,,Audio Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, application/xml, 510
146,islandora:audio_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel, TN,NO,not_set,Not Validated,,,Audio Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, image/png, 5137
147,islandora:audio_collection,info:fedora/islandora:root,,info:fedora/islandora:collectionCModel, DC,NO,not_set,Not Validated,,,Audio Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, text/xml, 394
148,islandora:root,,,info:fedora/islandora:collectionCModel,RELS-EXT,NO,not_set,Not Validated,,,Top-level Collection,"Thursday, March 21, 2019 - 16:22",islandora,not_set,application/rdf+xml,457
149,islandora:root,,,info:fedora/islandora:collectionCModel, COLLECTION_POLICY,NO,not_set,Not Validated,,,Top-level Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, application/xml, 1209
150,islandora:root,,,info:fedora/islandora:collectionCModel, TN,NO,not_set,Not Validated,,,Top-level Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, image/png, 5137
151,islandora:root,,,info:fedora/islandora:collectionCModel, DC,NO,not_set,Not Validated,,,Top-level Collection,"Thursday, March 21, 2019 - 16:22",islandora, not_set, text/xml, 386
